01-Jan-2017 11:34,01-Jan-2017 11:34,70.0
01-Jan-2017 11:42,01-Jan-2017 11:42,74.0
01-Jan-2017 11:54,01-Jan-2017 11:54,73.0
01-Jan-2017 13:10,01-Jan-2017 13:10,79.0
01-Jan-2017 13:53,01-Jan-2017 13:53,86.0
01-Jan-2017 14:19,01-Jan-2017 14:19,72.0
01-Jan-2017 14:26,01-Jan-2017 14:26,76.0
01-Jan-2017 14:30,01-Jan-2017 14:30,75.0
01-Jan-2017 14:40,01-Jan-2017 14:40,74.0
01-Jan-2017 14:45,01-Jan-2017 14:45,87.0
01-Jan-2017 14:51,01-Jan-2017 14:51,68.0
01-Jan-2017 15:00,01-Jan-2017 15:00,69.0
01-Jan-2017 15:15,01-Jan-2017 15:15,71.0
01-Jan-2017 15:20,01-Jan-2017 15:20,81.0
01-Jan-2017 15:27,01-Jan-2017 15:27,74.0
01-Jan-2017 15:29,01-Jan-2017 15:29,75.0
01-Jan-2017 15:32,01-Jan-2017 15:32,82.0
01-Jan-2017 15:47,01-Jan-2017 15:47,73.0
01-Jan-2017 15:52,01-Jan-2017 15:52,82.0
01-Jan-2017 16:00,01-Jan-2017 16:00,82.0
01-Jan-2017 16:07,01-Jan-2017 16:07,112.0
01-Jan-2017 16:11,01-Jan-2017 16:11,100.0
01-Jan-2017 16:14,01-Jan-2017 16:14,75.0
01-Jan-2017 16:21,01-Jan-2017 16:21,77.0
01-Jan-2017 16:27,01-Jan-2017 16:27,89.0
01-Jan-2017 16:39,01-Jan-2017 16:39,71.0
01-Jan-2017 16:51,01-Jan-2017 16:51,63.0
01-Jan-2017 16:53,01-Jan-2017 16:53,65.0
01-Jan-2017 17:02,01-Jan-2017 17:02,69.0
01-Jan-2017 17:05,01-Jan-2017 17:05,70.0
01-Jan-2017 17:10,01-Jan-2017 17:10,61.0
01-Jan-2017 17:13,01-Jan-2017 17:13,69.0
01-Jan-2017 17:20,01-Jan-2017 17:20,69.0
01-Jan-2017 17:22,01-Jan-2017 17:22,68.0
01-Jan-2017 17:29,01-Jan-2017 17:29,82.0
01-Jan-2017 17:33,01-Jan-2017 17:33,83.0
01-Jan-2017 17:40,01-Jan-2017 17:40,76.0
01-Jan-2017 17:46,01-Jan-2017 17:46,68.0
01-Jan-2017 17:56,01-Jan-2017 17:56,90.0
01-Jan-2017 17:59,01-Jan-2017 17:59,70.0
01-Jan-2017 18:04,01-Jan-2017 18:04,74.0
01-Jan-2017 18:07,01-Jan-2017 18:07,67.0
01-Jan-2017 18:16,01-Jan-2017 18:16,69.0
01-Jan-2017 18:20,01-Jan-2017 18:20,73.0
01-Jan-2017 18:27,01-Jan-2017 18:27,73.0
01-Jan-2017 18:29,01-Jan-2017 18:29,73.0
01-Jan-2017 18:36,01-Jan-2017 18:36,68.0
01-Jan-2017 18:44,01-Jan-2017 18:44,65.0
01-Jan-2017 18:46,01-Jan-2017 18:46,66.0
01-Jan-2017 18:53,01-Jan-2017 18:53,69.0
01-Jan-2017 18:58,01-Jan-2017 18:58,68.0
01-Jan-2017 19:02,01-Jan-2017 19:02,69.0
01-Jan-2017 19:15,01-Jan-2017 19:15,69.0
01-Jan-2017 19:20,01-Jan-2017 19:20,69.0
01-Jan-2017 19:27,01-Jan-2017 19:27,69.0
01-Jan-2017 19:35,01-Jan-2017 19:35,68.0
01-Jan-2017 19:37,01-Jan-2017 19:37,71.0
01-Jan-2017 19:43,01-Jan-2017 19:43,69.0
01-Jan-2017 19:46,01-Jan-2017 19:46,75.0
01-Jan-2017 19:50,01-Jan-2017 19:50,70.0
01-Jan-2017 19:59,01-Jan-2017 19:59,82.0
01-Jan-2017 20:09,01-Jan-2017 20:09,82.0
01-Jan-2017 20:24,01-Jan-2017 20:24,88.0
01-Jan-2017 20:27,01-Jan-2017 20:27,78.0
01-Jan-2017 20:35,01-Jan-2017 20:35,76.0
01-Jan-2017 20:40,01-Jan-2017 20:40,81.0
01-Jan-2017 20:45,01-Jan-2017 20:45,82.0
01-Jan-2017 20:51,01-Jan-2017 20:51,76.0
01-Jan-2017 20:55,01-Jan-2017 20:55,74.0
01-Jan-2017 21:02,01-Jan-2017 21:02,78.0
01-Jan-2017 21:08,01-Jan-2017 21:08,79.0
01-Jan-2017 21:09,01-Jan-2017 21:09,81.0
01-Jan-2017 21:18,01-Jan-2017 21:18,74.0
01-Jan-2017 21:19,01-Jan-2017 21:19,77.0
01-Jan-2017 21:27,01-Jan-2017 21:27,74.0
01-Jan-2017 21:29,01-Jan-2017 21:29,74.0
01-Jan-2017 21:35,01-Jan-2017 21:35,74.0
01-Jan-2017 21:43,01-Jan-2017 21:43,74.0
01-Jan-2017 21:47,01-Jan-2017 21:47,76.0
01-Jan-2017 21:50,01-Jan-2017 21:50,74.0
01-Jan-2017 21:53,01-Jan-2017 21:53,76.0
01-Jan-2017 22:01,01-Jan-2017 22:01,75.0
01-Jan-2017 22:02,01-Jan-2017 22:02,72.0
01-Jan-2017 22:08,01-Jan-2017 22:08,89.0
01-Jan-2017 22:18,01-Jan-2017 22:18,73.0
01-Jan-2017 22:20,01-Jan-2017 22:20,78.0
01-Jan-2017 22:29,01-Jan-2017 22:29,72.0
01-Jan-2017 22:32,01-Jan-2017 22:32,66.0
02-Jan-2017 07:41,02-Jan-2017 07:41,77.0
02-Jan-2017 07:45,02-Jan-2017 07:45,64.0
02-Jan-2017 07:50,02-Jan-2017 07:50,86.0
02-Jan-2017 07:57,02-Jan-2017 07:57,73.0
02-Jan-2017 07:58,02-Jan-2017 07:58,86.0
02-Jan-2017 07:58,02-Jan-2017 07:58,85.0
02-Jan-2017 07:58,02-Jan-2017 07:58,82.0
02-Jan-2017 07:58,02-Jan-2017 07:58,82.0
02-Jan-2017 07:58,02-Jan-2017 07:58,78.0
02-Jan-2017 07:58,02-Jan-2017 07:58,80.0
02-Jan-2017 07:58,02-Jan-2017 07:58,86.0
02-Jan-2017 07:59,02-Jan-2017 07:59,85.0
02-Jan-2017 07:59,02-Jan-2017 07:59,83.0
02-Jan-2017 07:59,02-Jan-2017 07:59,85.0
02-Jan-2017 07:59,02-Jan-2017 07:59,155.0
02-Jan-2017 08:00,02-Jan-2017 08:00,160.0
02-Jan-2017 08:00,02-Jan-2017 08:00,159.0
02-Jan-2017 08:00,02-Jan-2017 08:00,148.0
02-Jan-2017 08:00,02-Jan-2017 08:00,148.0
02-Jan-2017 08:00,02-Jan-2017 08:00,147.0
02-Jan-2017 08:00,02-Jan-2017 08:00,146.0
02-Jan-2017 08:00,02-Jan-2017 08:00,146.0
02-Jan-2017 08:00,02-Jan-2017 08:00,147.0
02-Jan-2017 08:00,02-Jan-2017 08:00,155.0
02-Jan-2017 08:01,02-Jan-2017 08:01,149.0
02-Jan-2017 08:01,02-Jan-2017 08:01,149.0
02-Jan-2017 08:01,02-Jan-2017 08:01,157.0
02-Jan-2017 08:01,02-Jan-2017 08:01,150.0
02-Jan-2017 08:01,02-Jan-2017 08:01,149.0
02-Jan-2017 08:01,02-Jan-2017 08:01,149.0
02-Jan-2017 08:01,02-Jan-2017 08:01,149.0
02-Jan-2017 08:01,02-Jan-2017 08:01,149.0
02-Jan-2017 08:01,02-Jan-2017 08:01,149.0
02-Jan-2017 08:01,02-Jan-2017 08:01,149.0
02-Jan-2017 08:01,02-Jan-2017 08:01,149.0
02-Jan-2017 08:01,02-Jan-2017 08:01,149.0
02-Jan-2017 08:02,02-Jan-2017 08:02,150.0
02-Jan-2017 08:02,02-Jan-2017 08:02,149.0
02-Jan-2017 08:02,02-Jan-2017 08:02,149.0
02-Jan-2017 08:02,02-Jan-2017 08:02,149.0
02-Jan-2017 08:02,02-Jan-2017 08:02,149.0
02-Jan-2017 08:02,02-Jan-2017 08:02,150.0
02-Jan-2017 08:02,02-Jan-2017 08:02,152.0
02-Jan-2017 08:02,02-Jan-2017 08:02,150.0
02-Jan-2017 08:02,02-Jan-2017 08:02,151.0
02-Jan-2017 08:02,02-Jan-2017 08:02,152.0
02-Jan-2017 08:02,02-Jan-2017 08:02,152.0
02-Jan-2017 08:03,02-Jan-2017 08:03,152.0
02-Jan-2017 08:03,02-Jan-2017 08:03,152.0
02-Jan-2017 08:03,02-Jan-2017 08:03,149.0
02-Jan-2017 08:03,02-Jan-2017 08:03,151.0
02-Jan-2017 08:03,02-Jan-2017 08:03,161.0
02-Jan-2017 08:03,02-Jan-2017 08:03,161.0
02-Jan-2017 08:03,02-Jan-2017 08:03,149.0
02-Jan-2017 08:04,02-Jan-2017 08:04,161.0
02-Jan-2017 08:04,02-Jan-2017 08:04,161.0
02-Jan-2017 08:04,02-Jan-2017 08:04,161.0
02-Jan-2017 08:05,02-Jan-2017 08:05,161.0
02-Jan-2017 08:05,02-Jan-2017 08:05,162.0
02-Jan-2017 08:05,02-Jan-2017 08:05,162.0
02-Jan-2017 08:05,02-Jan-2017 08:05,162.0
02-Jan-2017 08:05,02-Jan-2017 08:05,152.0
02-Jan-2017 08:05,02-Jan-2017 08:05,153.0
02-Jan-2017 08:05,02-Jan-2017 08:05,159.0
02-Jan-2017 08:05,02-Jan-2017 08:05,160.0
02-Jan-2017 08:05,02-Jan-2017 08:05,156.0
02-Jan-2017 08:05,02-Jan-2017 08:05,155.0
02-Jan-2017 08:06,02-Jan-2017 08:06,162.0
02-Jan-2017 08:06,02-Jan-2017 08:06,162.0
02-Jan-2017 08:06,02-Jan-2017 08:06,161.0
02-Jan-2017 08:06,02-Jan-2017 08:06,157.0
02-Jan-2017 08:06,02-Jan-2017 08:06,157.0
02-Jan-2017 08:06,02-Jan-2017 08:06,153.0
02-Jan-2017 08:06,02-Jan-2017 08:06,153.0
02-Jan-2017 08:06,02-Jan-2017 08:06,153.0
02-Jan-2017 08:06,02-Jan-2017 08:06,152.0
02-Jan-2017 08:06,02-Jan-2017 08:06,152.0
02-Jan-2017 08:06,02-Jan-2017 08:06,153.0
02-Jan-2017 08:07,02-Jan-2017 08:07,153.0
02-Jan-2017 08:07,02-Jan-2017 08:07,155.0
02-Jan-2017 08:07,02-Jan-2017 08:07,157.0
02-Jan-2017 08:07,02-Jan-2017 08:07,157.0
02-Jan-2017 08:07,02-Jan-2017 08:07,159.0
02-Jan-2017 08:07,02-Jan-2017 08:07,157.0
02-Jan-2017 08:07,02-Jan-2017 08:07,157.0
02-Jan-2017 08:07,02-Jan-2017 08:07,153.0
02-Jan-2017 08:07,02-Jan-2017 08:07,151.0
02-Jan-2017 08:07,02-Jan-2017 08:07,162.0
02-Jan-2017 08:07,02-Jan-2017 08:07,162.0
02-Jan-2017 08:08,02-Jan-2017 08:08,162.0
02-Jan-2017 08:08,02-Jan-2017 08:08,162.0
02-Jan-2017 08:08,02-Jan-2017 08:08,164.0
02-Jan-2017 08:08,02-Jan-2017 08:08,162.0
02-Jan-2017 08:08,02-Jan-2017 08:08,164.0
02-Jan-2017 08:08,02-Jan-2017 08:08,164.0
02-Jan-2017 08:08,02-Jan-2017 08:08,162.0
02-Jan-2017 08:08,02-Jan-2017 08:08,162.0
02-Jan-2017 08:12,02-Jan-2017 08:12,81.0
02-Jan-2017 08:19,02-Jan-2017 08:19,86.0
02-Jan-2017 08:23,02-Jan-2017 08:23,79.0
02-Jan-2017 08:26,02-Jan-2017 08:26,97.0
02-Jan-2017 08:27,02-Jan-2017 08:27,113.0
02-Jan-2017 08:27,02-Jan-2017 08:27,114.0
02-Jan-2017 08:27,02-Jan-2017 08:27,114.0
02-Jan-2017 08:27,02-Jan-2017 08:27,114.0
02-Jan-2017 08:27,02-Jan-2017 08:27,115.0
02-Jan-2017 08:27,02-Jan-2017 08:27,115.0
02-Jan-2017 08:27,02-Jan-2017 08:27,118.0
02-Jan-2017 08:27,02-Jan-2017 08:27,119.0
02-Jan-2017 08:27,02-Jan-2017 08:27,124.0
02-Jan-2017 08:27,02-Jan-2017 08:27,127.0
02-Jan-2017 08:28,02-Jan-2017 08:28,129.0
02-Jan-2017 08:28,02-Jan-2017 08:28,130.0
02-Jan-2017 08:28,02-Jan-2017 08:28,130.0
02-Jan-2017 08:28,02-Jan-2017 08:28,127.0
02-Jan-2017 08:28,02-Jan-2017 08:28,130.0
02-Jan-2017 08:28,02-Jan-2017 08:28,130.0
02-Jan-2017 08:28,02-Jan-2017 08:28,132.0
02-Jan-2017 08:28,02-Jan-2017 08:28,135.0
02-Jan-2017 08:28,02-Jan-2017 08:28,135.0
02-Jan-2017 08:28,02-Jan-2017 08:28,135.0
02-Jan-2017 08:28,02-Jan-2017 08:28,135.0
02-Jan-2017 08:28,02-Jan-2017 08:28,131.0
02-Jan-2017 08:29,02-Jan-2017 08:29,131.0
02-Jan-2017 08:29,02-Jan-2017 08:29,132.0
02-Jan-2017 08:29,02-Jan-2017 08:29,132.0
02-Jan-2017 08:29,02-Jan-2017 08:29,134.0
02-Jan-2017 08:29,02-Jan-2017 08:29,134.0
02-Jan-2017 08:29,02-Jan-2017 08:29,135.0
02-Jan-2017 08:29,02-Jan-2017 08:29,135.0
02-Jan-2017 08:29,02-Jan-2017 08:29,134.0
02-Jan-2017 08:29,02-Jan-2017 08:29,134.0
02-Jan-2017 08:29,02-Jan-2017 08:29,134.0
02-Jan-2017 08:29,02-Jan-2017 08:29,133.0
02-Jan-2017 08:29,02-Jan-2017 08:29,133.0
02-Jan-2017 08:30,02-Jan-2017 08:30,134.0
02-Jan-2017 08:30,02-Jan-2017 08:30,134.0
02-Jan-2017 08:30,02-Jan-2017 08:30,134.0
02-Jan-2017 08:30,02-Jan-2017 08:30,131.0
02-Jan-2017 08:30,02-Jan-2017 08:30,130.0
02-Jan-2017 08:30,02-Jan-2017 08:30,130.0
02-Jan-2017 08:30,02-Jan-2017 08:30,126.0
02-Jan-2017 08:30,02-Jan-2017 08:30,127.0
02-Jan-2017 08:30,02-Jan-2017 08:30,127.0
02-Jan-2017 08:30,02-Jan-2017 08:30,128.0
02-Jan-2017 08:30,02-Jan-2017 08:30,128.0
02-Jan-2017 08:30,02-Jan-2017 08:30,128.0
02-Jan-2017 08:31,02-Jan-2017 08:31,128.0
02-Jan-2017 08:31,02-Jan-2017 08:31,123.0
02-Jan-2017 08:31,02-Jan-2017 08:31,127.0
02-Jan-2017 08:31,02-Jan-2017 08:31,129.0
02-Jan-2017 08:31,02-Jan-2017 08:31,128.0
02-Jan-2017 08:31,02-Jan-2017 08:31,130.0
02-Jan-2017 08:31,02-Jan-2017 08:31,130.0
02-Jan-2017 08:31,02-Jan-2017 08:31,130.0
02-Jan-2017 08:31,02-Jan-2017 08:31,130.0
02-Jan-2017 08:31,02-Jan-2017 08:31,130.0
02-Jan-2017 08:31,02-Jan-2017 08:31,130.0
02-Jan-2017 08:31,02-Jan-2017 08:31,131.0
02-Jan-2017 08:32,02-Jan-2017 08:32,131.0
02-Jan-2017 08:32,02-Jan-2017 08:32,131.0
02-Jan-2017 08:32,02-Jan-2017 08:32,131.0
02-Jan-2017 08:32,02-Jan-2017 08:32,131.0
02-Jan-2017 08:32,02-Jan-2017 08:32,131.0
02-Jan-2017 08:32,02-Jan-2017 08:32,133.0
02-Jan-2017 08:32,02-Jan-2017 08:32,134.0
02-Jan-2017 08:32,02-Jan-2017 08:32,132.0
02-Jan-2017 08:32,02-Jan-2017 08:32,132.0
02-Jan-2017 08:32,02-Jan-2017 08:32,131.0
02-Jan-2017 08:32,02-Jan-2017 08:32,131.0
02-Jan-2017 08:32,02-Jan-2017 08:32,131.0
02-Jan-2017 08:33,02-Jan-2017 08:33,131.0
02-Jan-2017 08:33,02-Jan-2017 08:33,132.0
02-Jan-2017 08:33,02-Jan-2017 08:33,134.0
02-Jan-2017 08:33,02-Jan-2017 08:33,133.0
02-Jan-2017 08:33,02-Jan-2017 08:33,130.0
02-Jan-2017 08:33,02-Jan-2017 08:33,129.0
02-Jan-2017 08:33,02-Jan-2017 08:33,130.0
02-Jan-2017 08:33,02-Jan-2017 08:33,128.0
02-Jan-2017 08:33,02-Jan-2017 08:33,128.0
02-Jan-2017 08:33,02-Jan-2017 08:33,127.0
02-Jan-2017 08:33,02-Jan-2017 08:33,127.0
02-Jan-2017 08:33,02-Jan-2017 08:33,126.0
02-Jan-2017 08:34,02-Jan-2017 08:34,127.0
02-Jan-2017 08:34,02-Jan-2017 08:34,128.0
02-Jan-2017 08:34,02-Jan-2017 08:34,127.0
02-Jan-2017 08:34,02-Jan-2017 08:34,127.0
02-Jan-2017 08:34,02-Jan-2017 08:34,128.0
02-Jan-2017 08:34,02-Jan-2017 08:34,125.0
02-Jan-2017 08:34,02-Jan-2017 08:34,125.0
02-Jan-2017 08:34,02-Jan-2017 08:34,131.0
02-Jan-2017 08:34,02-Jan-2017 08:34,130.0
02-Jan-2017 08:34,02-Jan-2017 08:34,127.0
02-Jan-2017 08:34,02-Jan-2017 08:34,127.0
02-Jan-2017 08:34,02-Jan-2017 08:34,125.0
02-Jan-2017 08:35,02-Jan-2017 08:35,125.0
02-Jan-2017 08:35,02-Jan-2017 08:35,125.0
02-Jan-2017 08:35,02-Jan-2017 08:35,127.0
02-Jan-2017 08:35,02-Jan-2017 08:35,130.0
02-Jan-2017 08:35,02-Jan-2017 08:35,130.0
02-Jan-2017 08:35,02-Jan-2017 08:35,130.0
02-Jan-2017 08:35,02-Jan-2017 08:35,132.0
02-Jan-2017 08:35,02-Jan-2017 08:35,132.0
02-Jan-2017 08:35,02-Jan-2017 08:35,131.0
02-Jan-2017 08:35,02-Jan-2017 08:35,132.0
02-Jan-2017 08:35,02-Jan-2017 08:35,132.0
02-Jan-2017 08:35,02-Jan-2017 08:35,132.0
02-Jan-2017 08:36,02-Jan-2017 08:36,132.0
02-Jan-2017 08:36,02-Jan-2017 08:36,131.0
02-Jan-2017 08:36,02-Jan-2017 08:36,128.0
02-Jan-2017 08:36,02-Jan-2017 08:36,128.0
02-Jan-2017 08:36,02-Jan-2017 08:36,128.0
02-Jan-2017 08:36,02-Jan-2017 08:36,132.0
02-Jan-2017 08:36,02-Jan-2017 08:36,133.0
02-Jan-2017 08:36,02-Jan-2017 08:36,133.0
02-Jan-2017 08:36,02-Jan-2017 08:36,133.0
02-Jan-2017 08:36,02-Jan-2017 08:36,135.0
02-Jan-2017 08:36,02-Jan-2017 08:36,135.0
02-Jan-2017 08:36,02-Jan-2017 08:36,135.0
02-Jan-2017 08:37,02-Jan-2017 08:37,135.0
02-Jan-2017 08:37,02-Jan-2017 08:37,135.0
02-Jan-2017 08:37,02-Jan-2017 08:37,135.0
02-Jan-2017 08:37,02-Jan-2017 08:37,135.0
02-Jan-2017 08:37,02-Jan-2017 08:37,135.0
02-Jan-2017 08:37,02-Jan-2017 08:37,133.0
02-Jan-2017 08:37,02-Jan-2017 08:37,132.0
02-Jan-2017 08:37,02-Jan-2017 08:37,131.0
02-Jan-2017 08:37,02-Jan-2017 08:37,132.0
02-Jan-2017 08:37,02-Jan-2017 08:37,132.0
02-Jan-2017 08:37,02-Jan-2017 08:37,127.0
02-Jan-2017 08:37,02-Jan-2017 08:37,132.0
02-Jan-2017 08:38,02-Jan-2017 08:38,129.0
02-Jan-2017 08:38,02-Jan-2017 08:38,127.0
02-Jan-2017 08:38,02-Jan-2017 08:38,131.0
02-Jan-2017 08:38,02-Jan-2017 08:38,131.0
02-Jan-2017 08:38,02-Jan-2017 08:38,131.0
02-Jan-2017 08:38,02-Jan-2017 08:38,131.0
02-Jan-2017 08:38,02-Jan-2017 08:38,132.0
02-Jan-2017 08:38,02-Jan-2017 08:38,131.0
02-Jan-2017 08:38,02-Jan-2017 08:38,129.0
02-Jan-2017 08:38,02-Jan-2017 08:38,128.0
02-Jan-2017 08:38,02-Jan-2017 08:38,127.0
02-Jan-2017 08:38,02-Jan-2017 08:38,128.0
02-Jan-2017 08:39,02-Jan-2017 08:39,128.0
02-Jan-2017 08:39,02-Jan-2017 08:39,128.0
02-Jan-2017 08:39,02-Jan-2017 08:39,128.0
02-Jan-2017 08:39,02-Jan-2017 08:39,129.0
02-Jan-2017 08:39,02-Jan-2017 08:39,127.0
02-Jan-2017 08:39,02-Jan-2017 08:39,126.0
02-Jan-2017 08:39,02-Jan-2017 08:39,127.0
02-Jan-2017 08:39,02-Jan-2017 08:39,128.0
02-Jan-2017 08:39,02-Jan-2017 08:39,129.0
02-Jan-2017 08:39,02-Jan-2017 08:39,129.0
02-Jan-2017 08:39,02-Jan-2017 08:39,129.0
02-Jan-2017 08:39,02-Jan-2017 08:39,129.0
02-Jan-2017 08:40,02-Jan-2017 08:40,128.0
02-Jan-2017 08:40,02-Jan-2017 08:40,128.0
02-Jan-2017 08:40,02-Jan-2017 08:40,127.0
02-Jan-2017 08:40,02-Jan-2017 08:40,127.0
02-Jan-2017 08:40,02-Jan-2017 08:40,124.0
02-Jan-2017 08:40,02-Jan-2017 08:40,125.0
02-Jan-2017 08:40,02-Jan-2017 08:40,125.0
02-Jan-2017 08:40,02-Jan-2017 08:40,122.0
02-Jan-2017 08:40,02-Jan-2017 08:40,124.0
02-Jan-2017 08:40,02-Jan-2017 08:40,123.0
02-Jan-2017 08:40,02-Jan-2017 08:40,125.0
02-Jan-2017 08:40,02-Jan-2017 08:40,126.0
02-Jan-2017 08:41,02-Jan-2017 08:41,125.0
02-Jan-2017 08:41,02-Jan-2017 08:41,122.0
02-Jan-2017 08:41,02-Jan-2017 08:41,126.0
02-Jan-2017 08:41,02-Jan-2017 08:41,125.0
02-Jan-2017 08:41,02-Jan-2017 08:41,126.0
02-Jan-2017 08:41,02-Jan-2017 08:41,126.0
02-Jan-2017 08:41,02-Jan-2017 08:41,125.0
02-Jan-2017 08:41,02-Jan-2017 08:41,124.0
02-Jan-2017 08:41,02-Jan-2017 08:41,121.0
02-Jan-2017 08:41,02-Jan-2017 08:41,122.0
02-Jan-2017 08:41,02-Jan-2017 08:41,123.0
02-Jan-2017 08:41,02-Jan-2017 08:41,125.0
02-Jan-2017 08:42,02-Jan-2017 08:42,129.0
02-Jan-2017 08:42,02-Jan-2017 08:42,130.0
02-Jan-2017 08:42,02-Jan-2017 08:42,130.0
02-Jan-2017 08:42,02-Jan-2017 08:42,130.0
02-Jan-2017 08:42,02-Jan-2017 08:42,130.0
02-Jan-2017 08:42,02-Jan-2017 08:42,129.0
02-Jan-2017 08:42,02-Jan-2017 08:42,126.0
02-Jan-2017 08:42,02-Jan-2017 08:42,125.0
02-Jan-2017 08:42,02-Jan-2017 08:42,124.0
02-Jan-2017 08:42,02-Jan-2017 08:42,122.0
02-Jan-2017 08:42,02-Jan-2017 08:42,123.0
02-Jan-2017 08:42,02-Jan-2017 08:42,122.0
02-Jan-2017 08:43,02-Jan-2017 08:43,127.0
02-Jan-2017 08:43,02-Jan-2017 08:43,129.0
02-Jan-2017 08:43,02-Jan-2017 08:43,131.0
02-Jan-2017 08:43,02-Jan-2017 08:43,131.0
02-Jan-2017 08:43,02-Jan-2017 08:43,130.0
02-Jan-2017 08:43,02-Jan-2017 08:43,128.0
02-Jan-2017 08:43,02-Jan-2017 08:43,128.0
02-Jan-2017 08:43,02-Jan-2017 08:43,131.0
02-Jan-2017 08:45,02-Jan-2017 08:45,90.0
02-Jan-2017 08:47,02-Jan-2017 08:47,86.0
02-Jan-2017 08:56,02-Jan-2017 08:56,66.0
02-Jan-2017 09:03,02-Jan-2017 09:03,78.0
02-Jan-2017 09:50,02-Jan-2017 09:50,67.0
02-Jan-2017 09:57,02-Jan-2017 09:57,77.0
02-Jan-2017 09:59,02-Jan-2017 09:59,77.0
02-Jan-2017 10:10,02-Jan-2017 10:10,74.0
02-Jan-2017 10:15,02-Jan-2017 10:15,72.0
02-Jan-2017 10:23,02-Jan-2017 10:23,77.0
02-Jan-2017 10:24,02-Jan-2017 10:24,70.0
02-Jan-2017 10:30,02-Jan-2017 10:30,71.0
02-Jan-2017 10:36,02-Jan-2017 10:36,73.0
02-Jan-2017 10:40,02-Jan-2017 10:40,87.0
02-Jan-2017 10:47,02-Jan-2017 10:47,71.0
02-Jan-2017 10:51,02-Jan-2017 10:51,81.0
02-Jan-2017 10:57,02-Jan-2017 10:57,79.0
02-Jan-2017 11:07,02-Jan-2017 11:07,85.0
02-Jan-2017 11:10,02-Jan-2017 11:10,88.0
02-Jan-2017 11:16,02-Jan-2017 11:16,70.0
02-Jan-2017 11:20,02-Jan-2017 11:20,79.0
02-Jan-2017 11:27,02-Jan-2017 11:27,87.0
02-Jan-2017 11:31,02-Jan-2017 11:31,81.0
02-Jan-2017 11:37,02-Jan-2017 11:37,81.0
